# File: Cold_aq_density_v6.2.dat
# Creation time: 2023-04-17T17:23:48.000  +0200
#
# Based on marginalized debiasing from
# /home/petit/Research/OSSOS/data/Simulations/Bias-aq-i-H-v6.3-All_Surveys/Simulation-2023-04-14T16.30/All_Surveys_v12-free-cla_m.detections-full
#
# a_min = 39.5
# a_step = 0.1
# q_min = 34.5
# q_step = 0.1
#
# Bandwidth = 0.20
#
# Hcut =  8.7
#
#  a      q     dens
 44.01  40.51 0.149648
 44.01  40.61 0.158198
 44.01  40.71 0.166485
 44.01  40.81 0.175522
 44.01  40.91 0.184904
 44.01  41.01 0.192669
 44.01  41.11 0.195884
 44.01  41.21 0.191817
 44.01  41.31 0.179418
 44.01  41.41 0.160271
 44.01  41.51 0.138162
 44.01  41.61 0.117443
 44.01  41.71 0.101403
 44.01  41.81 0.091620
 44.01  41.91 0.088077
 44.01  42.01 0.089386
 44.01  42.11 0.093051
 44.01  42.21 0.096121
 44.01  42.31 0.096207
 44.01  42.41 0.092266
 44.01  42.51 0.084681
 44.01  42.61 0.074784
 44.01  42.71 0.064259
 44.01  42.81 0.054661
 44.01  42.91 0.047006
 44.01  43.01 0.041461
 44.01  43.11 0.037310
 44.01  43.21 0.033346
 44.01  43.31 0.028556
 44.01  43.41 0.022696
 44.01  43.51 0.016363
 44.01  43.61 0.010543
 44.01  43.71 0.006014
 44.01  43.81 0.003019
 44.01  43.91 0.001328
 44.11  39.01 0.005514
 44.11  39.11 0.007992
 44.11  39.21 0.010958
 44.11  39.31 0.014653
 44.11  39.41 0.019431
 44.11  39.51 0.025533
 44.11  39.61 0.032927
 44.11  39.71 0.041383
 44.11  39.81 0.050725
 44.11  39.91 0.061052
 44.11  40.01 0.072697
 44.11  40.11 0.085890
 44.11  40.21 0.100332
 44.11  40.31 0.115087
 44.11  40.41 0.128993
 44.11  40.51 0.141410
 44.11  40.61 0.152693
 44.11  40.71 0.163921
 44.11  40.81 0.175943
 44.11  40.91 0.188350
 44.11  41.01 0.198981
 44.11  41.11 0.204322
 44.11  41.21 0.200873
 44.11  41.31 0.187100
 44.11  41.41 0.164806
 44.11  41.51 0.138745
 44.11  41.61 0.114520
 44.11  41.71 0.096284
 44.11  41.81 0.085674
 44.11  41.91 0.082115
 44.11  42.01 0.083641
 44.11  42.11 0.087608
 44.11  42.21 0.091333
 44.11  42.31 0.092714
 44.11  42.41 0.090687
 44.11  42.51 0.085294
 44.11  42.61 0.077420
 44.11  42.71 0.068401
 44.11  42.81 0.059609
 44.11  42.91 0.052031
 44.11  43.01 0.045926
 44.11  43.11 0.040770
 44.11  43.21 0.035613
 44.11  43.31 0.029703
 44.11  43.41 0.022996
 44.11  43.51 0.016172
 44.11  43.61 0.010180
 44.11  43.71 0.005682
 44.11  43.81 0.002795
 44.11  43.91 0.001208
 44.11  44.01 0.000457
 44.21  39.01 0.003853
 44.21  39.11 0.005767
 44.21  39.21 0.008294
 44.21  39.31 0.011851
 44.21  39.41 0.016985
 44.21  39.51 0.024018
 44.21  39.61 0.032685
 44.21  39.71 0.042097
 44.21  39.81 0.051187
 44.21  39.91 0.059409
 44.21  40.01 0.067176
 44.21  40.11 0.075610
 44.21  40.21 0.085735
 44.21  40.31 0.097710
 44.21  40.41 0.110748
 44.21  40.51 0.123813
 44.21  40.61 0.136489
 44.21  40.71 0.149229
 44.21  40.81 0.162709
 44.21  40.91 0.176669
 44.21  41.01 0.189058
 44.21  41.11 0.196182
 44.21  41.21 0.194152
 44.21  41.31 0.181094
 44.21  41.41 0.158767
 44.21  41.51 0.132224
 44.21  41.61 0.107543
 44.21  41.71 0.089200
 44.21  41.81 0.078787
 44.21  41.91 0.075391
 44.21  42.01 0.076781
 44.21  42.11 0.080438
 44.21  42.21 0.084133
 44.21  42.31 0.086180
 44.21  42.41 0.085558
 44.21  42.51 0.081971
 44.21  42.61 0.075822
 44.21  42.71 0.068060
 44.21  42.81 0.059856
 44.21  42.91 0.052180
 44.21  43.01 0.045450
 44.21  43.11 0.039436
 44.21  43.21 0.033522
 44.21  43.31 0.027218
 44.21  43.41 0.020565
 44.21  43.51 0.014152
 44.21  43.61 0.008733
 44.21  43.71 0.004783
 44.21  43.81 0.002311
 44.21  43.91 0.000981
 44.21  44.01 0.000367
 44.21  44.11 0.000122
 44.31  39.01 0.002318
 44.31  39.11 0.003713
 44.31  39.21 0.005875
 44.31  39.31 0.009406
 44.31  39.41 0.015028
 44.31  39.51 0.023125
 44.31  39.61 0.033202
 44.31  39.71 0.043746
 44.31  39.81 0.052827
 44.31  39.91 0.059228
 44.31  40.01 0.063318
 44.31  40.11 0.066932
 44.31  40.21 0.072232
 44.31  40.31 0.080387
 44.31  40.41 0.091033
 44.31  40.51 0.102875
 44.31  40.61 0.114851
 44.31  40.71 0.126861
 44.31  40.81 0.139443
 44.31  40.91 0.152616
 44.31  41.01 0.164760
 44.31  41.11 0.172500
 44.31  41.21 0.172047
 44.31  41.31 0.161410
 44.31  41.41 0.142036
 44.31  41.51 0.118552
 44.31  41.61 0.096637
 44.31  41.71 0.080480
 44.31  41.81 0.071468
 44.31  41.91 0.068529
 44.31  42.01 0.069428
 44.31  42.11 0.071960
 44.31  42.21 0.074498
 44.31  42.31 0.075964
 44.31  42.41 0.075613
 44.31  42.51 0.072993
 44.31  42.61 0.068098
 44.31  42.71 0.061456
 44.31  42.81 0.053963
 44.31  42.91 0.046515
 44.31  43.01 0.039656
 44.31  43.11 0.033438
 44.31  43.21 0.027574
 44.31  43.31 0.021778
 44.31  43.41 0.016081
 44.31  43.51 0.010861
 44.31  43.61 0.006598
 44.31  43.71 0.003564
 44.31  43.81 0.001700
 44.31  43.91 0.000716
 44.31  44.01 0.000271
 44.31  44.11 0.000101
 44.31  44.21 0.000050
 44.41  39.01 0.001281
 44.41  39.11 0.002337
 44.41  39.21 0.004315
 44.41  39.31 0.007974
 44.41  39.41 0.014176
 44.41  39.51 0.023346
 44.41  39.61 0.034806
 44.41  39.71 0.046563
 44.41  39.81 0.056027
 44.41  39.91 0.061428
 44.41  40.01 0.062994
 44.41  40.11 0.062921
 44.41  40.21 0.064056
 44.41  40.31 0.068239
 44.41  40.41 0.075474
 44.41  40.51 0.084425
 44.41  40.61 0.093693
 44.41  40.71 0.102826
 44.41  40.81 0.112298
 44.41  40.91 0.122494
 44.41  41.01 0.132477
 44.41  41.11 0.139605
 44.41  41.21 0.140569
 44.41  41.31 0.133364
 44.41  41.41 0.118861
 44.41  41.51 0.100714
 44.41  41.61 0.083613
 44.41  41.71 0.071093
 44.41  41.81 0.064268
 44.41  41.91 0.062036
 44.41  42.01 0.062276
 44.41  42.11 0.063114
 44.41  42.21 0.063546
 44.41  42.31 0.063248
 44.41  42.41 0.062032
 44.41  42.51 0.059575
 44.41  42.61 0.055591
 44.41  42.71 0.050154
 44.41  42.81 0.043764
 44.41  42.91 0.037121
 44.41  43.01 0.030806
 44.41  43.11 0.025091
 44.41  43.21 0.019954
 44.41  43.31 0.015267
 44.41  43.41 0.011003
 44.41  43.51 0.007310
 44.41  43.61 0.004398
 44.41  43.71 0.002367
 44.41  43.81 0.001134
 44.41  43.91 0.000491
 44.41  44.01 0.000211
 44.41  44.11 0.000121
 44.41  44.21 0.000116
 44.41  44.31 0.000138
 44.51  39.01 0.000762
 44.51  39.11 0.001672
 44.51  39.21 0.003624
 44.51  39.31 0.007477
 44.51  39.41 0.014181
 44.51  39.51 0.024183
 44.51  39.61 0.036714
 44.51  39.71 0.049546
 44.51  39.81 0.059747
 44.51  39.91 0.065210
 44.51  40.01 0.065951
 44.51  40.11 0.064120
 44.51  40.21 0.062677
 44.51  40.31 0.063669
 44.51  40.41 0.067337
 44.51  40.51 0.072513
 44.51  40.61 0.077831
 44.51  40.71 0.082780
 44.51  40.81 0.087878
 44.51  40.91 0.093891
 44.51  41.01 0.100656
 44.51  41.11 0.106450
 44.51  41.21 0.108595
 44.51  41.31 0.105046
 44.51  41.41 0.095878
 44.51  41.51 0.083516
 44.51  41.61 0.071522
