# File: ModelUsed.dat
# Creation time: 2026-03-03T17:18:23.530  +0100
#
# Scatering population model.
# Version OSSOS 1.0, 2026-02-02
#
# Seed:  123476990
#
# Epoch: 2453157.50000
#
# Colors for hot:   0.60  0.00 -0.50 -1.00  1.50  1.20  0.80 -0.10 -0.50  0.00
#
# Parameters for inclination distribution:   0.00 19.00
# Parameters for a distribution:   30.00 700.00   0.90
# Parameters for q distribution:    0.04   0.20   2.50
#
# Hot H-dist. parameter:            8.30  0.32  8.66
#
# lightcurve initial phase:  0.000
# lightcurve period [day]:  0.600
# lightcurve amplitude:  0.000
#
#   a        e        i      Omega    omega      M        H       epoch        dist    comment 
 648.2511   0.9258  22.4105 281.1359  99.7269 353.0388   7.83 2453157.50000  212.3714 scatterin
 326.3704   0.8668  34.6546 104.5112 147.4076 139.3753   8.09 2453157.50000  588.6546 scatterin
 123.8556   0.7042  10.1734 190.1911   7.6065 187.2912   7.53 2453157.50000  210.8366 scatterin
 102.2544   0.6403  24.7673 329.4717 201.8420 349.3078   7.88 2453157.50000   44.3432 scatterin
 486.4837   0.9187  45.2205  83.7173 356.5950 297.9868   7.55 2453157.50000  647.4924 scatterin
 447.7727   0.9060  17.4594 179.6910 290.5799  53.7889   7.85 2453157.50000  546.7788 scatterin
 111.6273   0.7007  24.7828  50.8923 157.6222 313.9158   8.32 2453157.50000  106.3658 scatterin
 604.2950   0.9280  33.7091 199.4191   7.6739 254.7685   7.39 2453157.50000 1031.7144 scatterin
 619.6909   0.9255  23.6807  49.8249 226.7970  41.5028   8.44 2453157.50000  663.4308 scatterin
 447.0389   0.8963  19.3766 158.6325 301.1799 151.6503   8.45 2453157.50000  834.0326 scatterin
 503.4045   0.9105  16.8320   9.6090 251.6765 348.1454   7.88 2453157.50000  234.8318 scatterin
 365.0251   0.8842  29.7606 106.8727 159.0008 316.2698   8.28 2453157.50000  388.9427 scatterin
 250.3619   0.8542  10.4686 105.6443 158.7196 292.6961   7.68 2453157.50000  332.2544 scatterin
 201.3599   0.8097  45.9606 143.9592 291.3304 276.0440   8.02 2453157.50000  289.9298 scatterin
 370.8633   0.8809  33.4338  51.9246  66.5127  54.6128   7.72 2453157.50000  448.0182 scatterin
 195.8635   0.8127  15.1564  11.3188 210.2169 220.4344   8.53 2453157.50000  342.8501 scatterin
 392.9494   0.9202   4.6526 138.4743  75.7863  61.3050   8.09 2453157.50000  520.4225 scatterin
 623.0080   0.9257   8.8804 101.1825 228.6658 155.9846   8.17 2453157.50000 1185.9916 scatterin
 589.0139   0.9297  12.6837 227.6854 249.9253 231.0792   7.95 2453157.50000 1077.1599 scatterin
 619.1328   0.9338   7.9724 226.4850 319.4387 298.8136   7.94 2453157.50000  827.2708 scatterin
 125.0869   0.6938  10.0488  64.6324 259.1350 246.7585   7.09 2453157.50000  190.7953 scatterin
 365.7781   0.8933   5.1746 357.2833 177.9681  41.5411   7.63 2453157.50000  380.9786 scatterin
 338.7986   0.9138  28.4916 145.8579  18.4359 310.5935   8.60 2453157.50000  396.9649 scatterin
  61.5934   0.4493  26.0163 279.3730  81.5331  99.7995   8.05 2453157.50000   76.1381 scatterin
 590.8476   0.9225  36.5205 340.3748 331.7007 194.0274   7.21 2453157.50000 1131.4743 scatterin
 334.8593   0.8788  24.3796  73.8958  12.4535  67.1888   8.36 2453157.50000  451.7229 scatterin
 386.0988   0.8966  13.3342 226.8911 155.0254 217.0688   8.14 2453157.50000  711.9728 scatterin
 658.1086   0.9346  23.3818 320.1623  22.3672 355.5464   8.63 2453157.50000  158.6657 scatterin
 309.7570   0.8594  13.9652 125.7909 279.3281  97.9789   7.47 2453157.50000  493.4117 scatterin
 240.9038   0.8342  18.1737 160.4071 311.4732  28.2531   8.10 2453157.50000  186.3823 scatterin
 411.4687   0.8937  21.3352  66.9780 300.1594  30.9835   8.56 2453157.50000  358.0249 scatterin
 669.4164   0.9295  22.1139 208.5008  31.8045 237.2241   6.34 2453157.50000 1206.4704 scatterin
 361.3022   0.9169  35.6637 218.9175  71.1517 339.5046   7.70 2453157.50000  246.8888 scatterin
 220.4445   0.8186  28.0221 229.0629 270.7714 232.9046   7.72 2453157.50000  377.2216 scatterin
 313.2168   0.8742  22.4006  45.4631  27.5646 331.5102   7.88 2453157.50000  253.3216 scatterin
 581.4761   0.9226  17.9098  97.6642  48.9172  60.1343   6.79 2453157.50000  763.6462 scatterin
 423.5987   0.9488  15.5222 136.3077 209.6593  19.8223   8.29 2453157.50000  294.8724 scatterin
 185.1991   0.7915  38.7297 266.9826 212.0627  77.2389   8.26 2453157.50000  252.8200 scatterin
 610.5640   0.9274  65.9248 227.3218 277.6524 325.4880   6.63 2453157.50000  586.8489 scatterin
 429.2189   0.9043  38.1442 131.0664 148.2524 286.6304   8.23 2453157.50000  616.0865 scatterin
 163.1313   0.8688  23.7007 335.2014  82.4817  40.2417   6.64 2453157.50000  163.1817 scatterin
  72.5917   0.5287  17.1421 256.5945  29.4255 260.9045   8.21 2453157.50000   94.1405 scatterin
 328.9258   0.8911  30.1504 165.7314 161.2976 327.6367   6.88 2453157.50000  293.4214 scatterin
 179.0186   0.7743  35.7852 314.8048 150.9825  75.3400   8.58 2453157.50000  238.5035 scatterin
  87.2291   0.5852  21.3346  40.5107  73.1745  91.3170   8.63 2453157.50000  112.9632 scatterin
 190.6381   0.8077  36.5429 357.6039 229.8420 335.9285   8.29 2453157.50000  129.2777 scatterin
 605.3973   0.9209  36.0186 349.8458 182.6947 331.9773   8.21 2453157.50000  508.4200 scatterin
  80.9112   0.5645  13.3724 159.1124 298.5898  94.4026   8.25 2453157.50000  105.0253 scatterin
 169.6198   0.7861  33.8892  61.4581  87.8366 127.0244   7.82 2453157.50000  284.7772 scatterin
 535.6697   0.9142  30.2712 170.2135 315.2457 301.6869   8.10 2453157.50000  687.8267 scatterin
 355.6790   0.8966  10.9175  41.9649 247.7180 205.7541   6.92 2453157.50000  665.5935 scatterin
 553.7301   0.9313  29.3320 124.9584 152.9820 273.8459   7.78 2453157.50000  872.1171 scatterin
 688.3332   0.9349  24.3333 276.4815 194.4484 262.0364   6.42 2453157.50000 1147.3782 scatterin
 135.3537   0.7123  37.9123 268.7882 285.2347 288.7960   7.38 2453157.50000  167.7555 scatterin
  80.8182   0.6735   5.7811 271.1886  93.8489 276.9235   8.49 2453157.50000  105.8247 scatterin
 405.6690   0.8909  41.3168 325.1387 230.3217  78.1649   7.41 2453157.50000  595.1992 scatterin
 626.8684   0.9303  25.9585 196.3950 169.2155 219.5224   8.24 2453157.50000 1172.4458 scatterin
 202.1889   0.7975  30.6492   9.8971 271.9466 236.1570   7.00 2453157.50000  338.9874 scatterin
 503.5373   0.9077  17.2304  85.6017 230.1080 225.6461   7.49 2453157.50000  920.2156 scatterin
 304.9401   0.9278   9.9243 161.8795  58.5850 110.3801   7.32 2453157.50000  529.8255 scatterin
 667.6197   0.9346  18.1946 331.3476 349.9958  38.3696   7.42 2453157.50000  688.1820 scatterin
 188.2805   0.8582  23.5840  73.0476 178.2309 322.7830   8.28 2453157.50000  177.8055 scatterin
 150.4566   0.7579  14.1558 181.8083 243.0269 160.0682   6.14 2453157.50000  262.2471 scatterin
 412.8369   0.8924  35.9349 282.0962 288.3444 260.9094   8.21 2453157.50000  674.0222 scatterin
 435.3401   0.8997  23.5345 223.5993  39.2172 207.5978   8.64 2453157.50000  814.3554 scatterin
  42.3441   0.2414  11.0594 189.2088 159.1209 257.8328   8.05 2453157.50000   46.6203 scatterin
 458.4797   0.9039  32.3928  58.7980 270.9530 289.3269   7.78 2453157.50000  645.8016 scatterin
 369.4305   0.8939  18.0262 287.8930 264.7532 350.5037   8.09 2453157.50000  143.7025 scatterin
 572.8753   0.9247  25.1551  16.1569 327.6880 275.4304   8.15 2453157.50000  891.1384 scatterin
 548.4240   0.9287   2.3758  87.8943  19.0268 318.4890   7.57 2453157.50000  588.8602 scatterin
 388.6589   0.8931  12.0427 225.8677  13.4594  24.2210   8.24 2453157.50000  288.4065 scatterin
 196.4402   0.8625  26.2443 281.0294  45.3726  18.3032   8.22 2453157.50000  116.6125 scatterin
 627.9435   0.9254  14.6555 109.2579 207.2464 287.3895   8.09 2453157.50000  909.5766 scatterin
 262.9195   0.9134  27.5227  85.6625 180.2189 355.5451   8.34 2453157.50000   61.1061 scatterin
 204.3429   0.8044  13.4583 337.9705  42.7862 318.4221   8.13 2453157.50000  197.5454 scatterin
 573.9896   0.9252  22.9039 136.2712 274.2101 104.5237   8.16 2453157.50000  975.8396 scatterin
 213.9561   0.9028  33.9350  64.0427  49.0833  10.3014   7.82 2453157.50000   89.3355 scatterin
 116.5247   0.6911  12.6013 248.5194 228.5380 358.6926   8.12 2453157.50000   36.2123 scatterin
 592.1604   0.9322  33.0235   9.2612 206.3388 247.4913   8.06 2453157.50000 1038.4437 scatterin
  52.5927   0.3557  19.1543 141.0057  97.8273 198.8779   7.40 2453157.50000   70.7464 scatterin
 535.6454   0.9286  23.6434 133.9542 202.2970 297.2460   8.46 2453157.50000  722.4981 scatterin
 440.5849   0.8950  30.5168 259.3657  70.1793 281.2228   7.00 2453157.50000  650.6115 scatterin
 615.6805   0.9250  12.2582 350.9083  65.5207  80.0438   8.07 2453157.50000  934.0402 scatterin
  51.6917   0.3669  26.6143 274.6236 341.5772  82.8917   8.37 2453157.50000   56.0707 scatterin
 357.1304   0.8947  11.7525 131.6685  29.6249  18.1953   7.64 2453157.50000  219.2821 scatterin
 538.0261   0.9200  44.3954 204.8244 312.6993 100.6322   7.16 2453157.50000  898.5721 scatterin
 594.9858   0.9237  17.5391  18.5224  79.3970 210.8156   8.21 2453157.50000 1122.9736 scatterin
 483.9605   0.9201   3.3789 311.5891 328.5143  89.5689   6.45 2453157.50000  769.9941 scatterin
 531.1103   0.9346  22.1355 196.4754  24.7471 237.0618   6.70 2453157.50000  960.3179 scatterin
 558.1809   0.9194  39.4769 286.1802 115.8314  87.8888   8.57 2453157.50000  880.3544 scatterin
 582.5907   0.9175  44.7035 123.6802  68.6012   6.3825   8.61 2453157.50000  176.6018 scatterin
 526.2269   0.9129  24.5030  87.6501 259.2661 172.2187   8.26 2453157.50000 1005.4296 scatterin
 679.9623   0.9369  23.7072 291.3249  49.8277 308.2003   7.66 2453157.50000  833.0454 scatterin
 618.4253   0.9248  38.5817  65.9512 123.5572 325.2359   7.95 2453157.50000  595.5673 scatterin
 322.8117   0.8923  24.5089 283.2819  19.2043   3.1039   8.63 2453157.50000   58.5455 scatterin
 149.8765   0.7659  24.5091  55.9864 230.0137 180.2117   8.13 2453157.50000  264.6628 scatterin
 337.3950   0.8833  10.6676 261.1820 288.5821 134.5046   7.85 2453157.50000  608.5876 scatterin
 467.9573   0.9070   4.8406 146.7105 238.7184 311.5477   6.31 2453157.50000  539.3230 scatterin
 335.5070   0.8697  46.1741  65.1940 167.0452  68.6690   8.44 2453157.50000  454.8435 scatterin
 624.3566   0.9230  11.3721 229.9092 110.1152 217.8288   7.97 2453157.50000 1166.3550 scatterin
 444.5981   0.8986  38.2517 315.7565 299.8343 312.5917   8.44 2453157.50000  502.6157 scatterin
 319.3455   0.8840  22.6190 275.7662 345.5770 230.8810   7.88 2453157.50000  569.7672 scatterin
 199.8219   0.8575  33.4979 165.6947 295.3135 276.2837   8.15 2453157.50000  296.3770 scatterin
 664.8421   0.9328  49.6397  50.6651 215.9711 240.5946   7.49 2453157.50000 1189.8635 scatterin
 546.6966   0.9215  20.4331 305.3871 288.6311 106.1306   8.62 2453157.50000  932.8643 scatterin
  78.5966   0.7285  16.6963 273.5098  30.3094 324.8489   8.48 2453157.50000   64.3355 scatterin
 489.1905   0.9216   7.4691 170.3871  92.2613 251.3937   8.57 2453157.50000  841.9623 scatterin
  52.3222   0.3610  33.7573  84.9604  36.8100 245.9328   8.12 2453157.50000   64.4466 scatterin
 181.8681   0.8664  23.2992  29.8556 171.7937 219.1855   8.02 2453157.50000  328.7544 scatterin
 539.9072   0.9184  22.2508  48.2178 203.4047 131.0983   8.33 2453157.50000  985.9425 scatterin
 662.0355   0.9292  39.6855 185.9907 359.1062 139.4085   7.21 2453157.50000 1235.2853 scatterin
 223.3346   0.8157  20.9002 293.1778  48.3660 111.6457   8.13 2453157.50000  364.9701 scatterin
 395.8026   0.9456  16.9394 217.2903 296.5348 121.2871   8.34 2453157.50000  716.9658 scatterin
 165.2206   0.7626  20.2810 295.1413   2.9689 212.9062   8.06 2453157.50000  284.4841 scatterin
 632.8619   0.9347  22.2316 234.7537  68.7255 169.6100   8.51 2453157.50000 1221.8081 scatterin
  68.2280   0.4937  15.6625 138.2872 120.6046 179.6519   7.83 2453157.50000  101.9118 scatterin
 532.9818   0.9141   9.8799   2.0347  31.8971  96.0723   8.09 2453157.50000  870.4946 scatterin
 676.2446   0.9311   9.6493 287.6649 296.9254  24.6795   8.56 2453157.50000  529.9943 scatterin
 141.9833   0.7324  26.0977 230.7869  50.4372 350.0489   7.32 2453157.50000   54.2762 scatterin
 529.6505   0.9238   6.1493 248.4129  67.4044  15.4821   8.30 2453157.50000  302.8112 scatterin
 224.0815   0.8443  21.1026 224.6086  65.3343 115.4843   7.82 2453157.50000  377.0488 scatterin
 208.8059   0.8101  19.8648 211.1480 343.6463 274.4437   7.77 2453157.50000  303.4542 scatterin
 499.2806   0.9149  42.3173 104.6686 141.8934 120.2764   8.15 2453157.50000  886.8044 scatterin
 160.0869   0.8505  17.5143 134.2595   3.2847 152.1870   8.34 2453157.50000  291.5346 scatterin
 264.0791   0.8380  11.5571 263.2845 298.1629 233.4374   7.87 2453157.50000  456.3563 scatterin
 127.1371   0.7524   9.4292 253.1528  62.6281 218.3127   8.36 2453157.50000  215.7742 scatterin
 494.3896   0.9180  35.6802 122.2753 238.6669   0.6565   7.21 2453157.50000   44.6899 scatterin
  87.4142   0.7474  16.9810 171.9107 302.7212 341.6071   6.38 2453157.50000   47.4206 scatterin
 556.3225   0.9176  30.5016  89.4696  59.1275 190.8850   7.36 2453157.50000 1064.3113 scatterin
 176.4122   0.8007  28.9029 357.7564 338.7646 217.8404   8.14 2453157.50000  308.0756 scatterin
 248.6442   0.8580  24.3275 219.5816   8.8779  73.5552   8.51 2453157.50000  346.3535 scatterin
 624.1056   0.9268  33.6880 222.5414 262.2406  82.4968   7.68 2453157.50000  961.2227 scatterin
  41.7949   0.5083  34.6967 300.3028 336.1031 214.4280   7.45 2453157.50000   61.3463 scatterin
 365.2731   0.8981  12.7415  80.1565   1.6067 301.3136   6.77 2453157.50000  465.0496 scatterin
 651.6870   0.9263  42.2720 169.5259  68.5700 300.0427   7.31 2453157.50000  856.8985 scatterin
 516.3470   0.9138  33.5230  29.9096  33.2298 222.7878   7.38 2453157.50000  951.8405 scatterin
 107.0655   0.6554  25.5565  94.9908 129.1159  72.7142   7.92 2453157.50000  129.1640 scatterin
 253.6041   0.8390  31.7002 160.0479 250.4058  79.2292   8.32 2453157.50000  361.9251 scatterin
  65.2399   0.4840   4.5744 247.9000 157.2019 263.3995   8.13 2453157.50000   81.2613 scatterin
 485.8001   0.9074  28.8221  92.3066 238.7872 221.5767   7.44 2453157.50000  894.3404 scatterin
  74.0780   0.5361  53.7275 191.7248 308.8202 282.1127   7.37 2453157.50000   85.8364 scatterin
  55.4937   0.3978  34.0227 327.8664 282.0537 131.2332   8.46 2453157.50000   73.4627 scatterin
 259.1376   0.8481  17.7088 274.9284  64.4880 204.1879   8.00 2453157.50000  473.1505 scatterin
 439.8356   0.9155  22.3954 330.5828 225.8757 353.2186   8.25 2453157.50000  138.8289 scatterin
 360.3750   0.8806  27.3829  66.7059 130.7122 190.5890   8.55 2453157.50000  676.1997 scatterin
  76.4953   0.5323  19.2017 168.7653 294.8450 216.4564   8.35 2453157.50000  113.6798 scatterin
 655.0905   0.9261   1.9566 155.4301 118.1593   5.6809   8.36 2453157.50000  185.3653 scatterin
  84.5291   0.8157  14.0311  93.1530 353.9435  63.4767   7.94 2453157.50000  105.7699 scatterin
 414.8665   0.8960  27.6652  72.5557 140.3462 101.5141   7.31 2453157.50000  685.4440 scatterin
 205.2206   0.8990  15.2682  80.3262 127.0696 218.1758   8.23 2453157.50000  378.2416 scatterin
 159.4225   0.7915  21.4449 159.6718 135.3419  77.9329   7.84 2453157.50000  218.6196 scatterin
 126.3192   0.7095  24.0098 114.5846 126.1259 137.8627   5.45 2453157.50000  207.5673 scatterin
 562.6039   0.9256  25.3789 228.7142 106.6291 152.0341   8.14 2453157.50000 1066.5422 scatterin
  48.1043   0.6534   9.8020 318.7489  48.9416 207.5394   8.60 2453157.50000   78.2010 scatterin
 494.0106   0.9099  22.7035 333.1466 177.5093  35.7514   7.13 2453157.50000  477.1426 scatterin
  50.3518   0.4818  32.9203 116.4591  97.7351 124.0444   8.10 2453157.50000   69.2869 scatterin
 497.9490   0.9073  17.0482 227.6590 166.6885  33.8612   7.19 2453157.50000  464.0606 scatterin
  77.1712   0.6183  31.0960 149.8973 222.6561 342.9695   6.72 2453157.50000   40.4180 scatterin
 182.3309   0.8463  23.9547 118.7561 290.7672 347.9918   7.41 2453157.50000   79.2805 scatterin
 684.8259   0.9296   3.2979  99.0458 302.8314 183.8905   8.22 2453157.50000 1321.0387 scatterin
 164.7781   0.7595  13.1617  56.1592 103.0020  42.0835   7.79 2453157.50000  154.8767 scatterin
 575.5353   0.9168  10.8516 314.7846  40.9880 138.5306   7.75 2453157.50000 1065.1710 scatterin
  66.0543   0.4733  23.0966 194.2987 309.2729 138.2697   7.20 2453157.50000   93.4785 scatterin
 133.9351   0.7125   4.1681 227.8004  69.8144 141.6376   8.38 2453157.50000  222.0033 scatterin
  37.5246   0.4247   1.3623 146.6665 137.8788 280.4257   8.06 2453157.50000   41.1807 scatterin
 431.9504   0.8997  28.0253  37.9757 147.4260  51.8194   6.75 2453157.50000  514.1155 scatterin
 626.7937   0.9252  34.2740  77.0552 333.0210  68.4202   8.46 2453157.50000  881.4060 scatterin
 254.5109   0.8355  15.1845  39.9250 177.9510 259.9046   8.58 2453157.50000  403.1161 scatterin
 275.6285   0.8660  23.1916   3.6626 159.5464 281.0247   7.52 2453157.50000  399.8095 scatterin
 119.7254   0.6870   9.8228 269.8424 216.8386  81.3451   8.23 2453157.50000  156.4985 scatterin
 627.5984   0.9258  44.5530 105.6654  42.5893  89.9612   8.51 2453157.50000 1003.9835 scatterin
  80.3624   0.5670   8.0561  64.7695 294.1563 290.8023   8.63 2453157.50000   89.1171 scatterin
 248.6326   0.8410  31.4917 149.8942 221.7374 347.8560   7.77 2453157.50000  108.4233 scatterin
 107.5405   0.7975  35.4379  42.5062  74.6185   8.5521   8.53 2453157.50000   36.6953 scatterin
 460.4352   0.9038  23.8390 250.3310  46.3562 144.8762   8.42 2453157.50000  854.8334 scatterin
 697.7428   0.9331  11.3632  96.4171 354.0116  29.1057   7.95 2453157.50000  607.7708 scatterin
 124.7952   0.6930  12.7772 242.1088 348.8903  96.2219   8.11 2453157.50000  177.6331 scatterin
 672.6010   0.9272  28.1315  81.8602 225.1699  31.6345   8.37 2453157.50000  612.9909 scatterin
 143.8423   0.7322  20.6833   1.7035  39.2094 239.7497   8.66 2453157.50000  229.6624 scatterin
 383.9053   0.9228  40.5208  72.8464 201.6957 290.5618   8.25 2453157.50000  542.9943 scatterin
 117.5423   0.6819   5.6641 356.9444 103.5212 128.7779   7.36 2453157.50000  186.2051 scatterin
 107.0970   0.7254  32.5997 252.8064 199.2068 242.6505   8.17 2453157.50000  168.8096 scatterin
 682.1210   0.9315  12.1054 121.1968 186.3211 112.5282   8.45 2453157.50000 1195.8206 scatterin
 356.2628   0.8828  26.5253 180.4361  11.9718   4.5588   8.40 2453157.50000   82.1296 scatterin
 196.7676   0.7929  12.6746  28.7184 157.8978 126.9206   7.60 2453157.50000  331.5885 scatterin
 373.0864   0.9187  10.0663 155.7103 345.7321 130.9379   8.60 2453157.50000  681.1778 scatterin
 526.7248   0.9103  26.8596 308.7197  13.8037 273.3136   7.40 2453157.50000  821.0300 scatterin
 602.7081   0.9209  26.8976 342.4985 215.7254 329.9997   8.18 2453157.50000  528.1897 scatterin
 557.8319   0.9288  14.1881 171.5719  20.7249 312.8624   7.61 2453157.50000  644.3208 scatterin
 171.5766   0.7755  25.3385  40.3591 327.6620  38.3989   8.65 2453157.50000  154.0842 scatterin
  70.4525   0.6012  28.1917  76.4432 329.1562   6.2355   8.20 2453157.50000   29.6111 scatterin
 616.5413   0.9306  20.3692 167.8697 251.1477 343.5395   7.51 2453157.50000  370.8331 scatterin
  53.6858   0.3717  26.2174  74.9961 180.3693  44.1750   7.14 2453157.50000   44.6827 scatterin
 107.9968   0.7056  33.9399 320.8613 112.9513  15.8566   7.69 2453157.50000   53.0689 scatterin
 181.6546   0.7867   3.6872  12.5444 136.5287 167.7192   8.50 2453157.50000  323.5345 scatterin
 296.5401   0.8535  26.7160 211.0244   6.5693 252.4004   8.49 2453157.50000  488.7645 scatterin
 144.3124   0.7356  10.2203  46.1933   4.6140 346.7062   6.74 2453157.50000   64.0436 scatterin
  56.3073   0.4207  44.6131 208.1284  31.8367  74.8433   8.10 2453157.50000   59.8798 scatterin
 341.0674   0.8928  13.1103  94.9064 129.5279   7.1552   8.01 2453157.50000  108.1867 scatterin
 625.2283   0.9277  23.6522  94.2829 298.2269 359.8650   8.63 2453157.50000   45.4838 scatterin
 636.4657   0.9271  10.5765 185.0518  72.6020 216.9186   8.47 2453157.50000 1193.2849 scatterin
 663.4073   0.9278   8.6646 141.9452 319.8288 284.3605   7.04 2453157.50000  981.6746 scatterin
 463.8582   0.9046  38.0346 116.3869 346.4249 166.2271   8.36 2453157.50000  880.1148 scatterin
 699.1706   0.9303  35.9840 270.9556 201.7973 127.2877   7.87 2453157.50000 1274.3886 scatterin
 331.1933   0.8670  20.0133 206.1908 323.9173 347.9964   8.48 2453157.50000  147.1170 scatterin
 113.4376   0.8027  29.7463 258.4418 129.5577 261.5786   8.17 2453157.50000  174.8205 scatterin
 128.5281   0.7596   1.3091 322.0035  35.8931 186.3195   8.61 2453157.50000  225.9662 scatterin
 670.9992   0.9271  27.1913  68.4573 196.5829  21.0901   8.01 2453157.50000  473.0788 scatterin
 184.9861   0.8130  39.9456 143.0513 307.7069 123.6377   7.02 2453157.50000  312.7826 scatterin
 224.1577   0.8201  16.8124 347.8516 275.8623 257.4731   8.58 2453157.50000  355.2123 scatterin
  91.5731   0.6075  15.9617 112.4537 303.2376 189.1256   6.87 2453157.50000  146.9283 scatterin
 652.5402   0.9312  16.0185 211.4742 174.7122 144.5637   7.45 2453157.50000 1228.7488 scatterin
 584.8697   0.9218  23.1780 164.5204 221.5313  78.1135   8.61 2453157.50000  875.3624 scatterin
 286.0360   0.8487  38.4844 345.3343 166.8904  40.9690   7.74 2453157.50000  284.3153 scatterin
 141.3733   0.7985  20.8214  52.4988  66.2807 278.4041   8.17 2453157.50000  199.2949 scatterin
 440.3384   0.9144   8.7445  94.5508 193.8339 111.6532   6.65 2453157.50000  762.3302 scatterin
  75.2283   0.5595  38.7142  64.9552 160.7291   7.9603   8.24 2453157.50000   35.1350 scatterin
  61.7987   0.4399  33.4666 328.2723  98.7827 183.4693   7.99 2453157.50000   88.9578 scatterin
 598.8034   0.9333  14.9556   1.5749 157.4875 321.9769   7.86 2453157.50000  613.2429 scatterin
 244.9026   0.8319  38.7995 175.0375 194.3049  58.6936   7.53 2453157.50000  296.8746 scatterin
 494.3152   0.9262  43.3331   6.3194 139.7260 347.1682   7.12 2453157.50000  249.5092 scatterin
 248.1178   0.8385  31.9539 252.7487 297.8691 297.7978   8.38 2453157.50000  312.1072 scatterin
 326.4408   0.8647  28.0829 256.7256 324.1732 154.2884   8.01 2453157.50000  600.5018 scatterin
 669.0058   0.9300  36.7179 282.2065 135.1029 354.8560   7.59 2453157.50000  177.4515 scatterin
 384.3324   0.8923  30.4822  51.8566  78.6549  97.7667   8.06 2453157.50000  623.9943 scatterin
 329.5100   0.8655  25.8499 211.4222 290.3957 138.7351   7.24 2453157.50000  593.2027 scatterin
 441.0168   0.9060  46.0191  77.6433   4.5536  44.0667   8.29 2453157.50000  480.8090 scatterin
 199.9437   0.8090  14.9386 126.7284 162.9773  73.9590   8.19 2453157.50000  270.1418 scatterin
 155.8951   0.7534  33.9341 248.2316 122.4194  84.7725   7.57 2453157.50000  217.3611 scatterin
 215.9921   0.8070  17.6677 259.4087 320.5746 269.3526   8.34 2453157.50000  321.8177 scatterin
  63.6961   0.4600  16.2601 245.7195  75.4044 118.6039   7.24 2453157.50000   85.0162 scatterin
 326.1983   0.8776   4.1417   6.2040  36.3875 120.2590   7.65 2453157.50000  567.2986 scatterin
  70.1487   0.5189  15.3643 183.4529 317.0299 259.7946   8.07 2453157.50000   90.8498 scatterin
 390.2144   0.8878  19.5587 141.0049  13.6554 186.0742   7.57 2453157.50000  736.1111 scatterin
 273.6604   0.8579  26.2571 116.9561 302.2620  26.7570   7.05 2453157.50000  208.9751 scatterin
 202.4232   0.7964   6.5204  12.5068 160.5260 348.1033   8.57 2453157.50000   84.5976 scatterin
 345.6431   0.8740  26.2831 137.0119 325.5522 135.8068   8.47 2453157.50000  621.8373 scatterin
 171.0288   0.7844   9.2779 342.6820  33.4291  95.1529   7.81 2453157.50000  256.7670 scatterin
  81.7562   0.5723   8.0638 287.5902 132.0953  37.4611   6.56 2453157.50000   64.0969 scatterin
 384.9498   0.9035  12.0592 192.6261 292.4374 152.2890   8.43 2453157.50000  721.4561 scatterin
 296.9791   0.8721  22.5427 157.2625 220.8767  12.4965   8.01 2453157.50000  136.5356 scatterin
 407.2177   0.8879  30.2856 267.6271 223.5584 132.3675   7.93 2453157.50000  733.2264 scatterin
 651.7280   0.9326  53.9869 344.7297 317.5719 168.7118   7.99 2453157.50000 1256.3526 scatterin
 497.1843   0.9178  23.0241 160.5370 176.1831  11.6174   7.65 2453157.50000  231.2089 scatterin
 463.7459   0.8997  35.9121  77.1805 218.6768 298.4060   8.03 2453157.50000  606.6409 scatterin
 684.1591   0.9313  52.8236  71.0606  98.6905 229.2496   8.26 2453157.50000 1257.1939 scatterin
 625.3137   0.9304  25.4390 139.2155 217.8984 108.8999   8.36 2453157.50000 1082.7517 scatterin
  41.7148   0.2160  33.7165  39.6456 214.3112 340.8733   8.14 2453157.50000   33.4960 scatterin
 282.2697   0.8490  28.2989 135.6236  22.0165 323.3783   7.39 2453157.50000  261.7459 scatterin
  76.4230   0.5489  31.3323 242.4429 290.6859  56.8258   8.10 2453157.50000   75.1503 scatterin
  95.7815   0.6385  11.8019 165.1910 249.9461  51.1932   8.19 2453157.50000   93.3782 scatterin
 318.5761   0.8633  15.0025 328.8381 135.0385 183.0370   8.30 2453157.50000  593.5071 scatterin
 628.8397   0.9245  26.1241 149.6160  20.0238 155.1025   8.43 2453157.50000 1195.3014 scatterin
 107.2097   0.7359  24.4942  70.3385 169.0384  96.9343   8.35 2453157.50000  157.3732 scatterin
  59.1832   0.4186  26.0061   1.9506 352.0146 102.8518   8.19 2453157.50000   72.6650 scatterin
  83.6669   0.5891   8.1757  59.1108 118.3500 213.6178   8.54 2453157.50000  129.5787 scatterin
 518.5243   0.9141  31.6516  66.2123 126.8445 114.4424   8.59 2453157.50000  905.3705 scatterin
 408.4760   0.9025  16.4365  78.2296 185.2794 179.8042   7.77 2453157.50000  777.1363 scatterin
 473.0892   0.9179  17.0381 198.3776  30.5783 204.1271   6.96 2453157.50000  896.8097 scatterin
  60.7821   0.4301  10.9986  39.0399 269.6447 347.4148   8.47 2453157.50000   36.4920 scatterin
 613.9039   0.9297  22.0847  19.6026  50.5864 296.3288   8.07 2453157.50000  834.8919 scatterin
 183.9065   0.8944  14.4538 210.9290 339.0650 354.1054   7.49 2453157.50000   50.9327 scatterin
